Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Samuel Lucas V. L. Barbosa,Homem,Victor Accete,Homem,SEMISH
Samuel Lucas V. L. Barbosa,Homem,Wagner Fontes,Homem,SEMISH
Victor Accete,Homem,Wagner Fontes,Homem,SEMISH
Luís Barbosa,Homem,Roberta Fagundes,Mulher,WEI
Rita C. G. Berardi,Mulher,Sílvia Amélia Bim,Mulher,WIT
Adrianne Veras de Almeida,Mulher,Adrielle Veras de Almeida,Mulher,WEI
Adrianne Veras de Almeida,Mulher,Fabíola Pantoja O. Araújo,Mulher,WEI
Adrielle Veras de Almeida,Mulher,Fabíola Pantoja O. Araújo,Mulher,WEI
Amanda Maria D. de Oliveira,Mulher,Flávia Roldan Viana,Mulher,WEI
Amanda Maria D. de Oliveira,Mulher,Gabriel Vieira Barreto,Homem,WEI
Flávia Roldan Viana,Mulher,Gabriel Vieira Barreto,Homem,WEI
Fabíola Pantoja O. Araújo,Mulher,Geisiane de Souza Matos,Mulher,WEI
Fabíola Pantoja O. Araújo,Mulher,Josivaldo S. Araújo,Homem,WEI
Fabíola Pantoja O. Araújo,Mulher,Sandy Hiorrana L. Farias,Mulher,WEI
Fabíola Pantoja O. Araújo,Mulher,Sara M. Silva,Mulher,WEI
Geisiane de Souza Matos,Mulher,Josivaldo S. Araújo,Homem,WEI
Geisiane de Souza Matos,Mulher,Sandy Hiorrana L. Farias,Mulher,WEI
Geisiane de Souza Matos,Mulher,Sara M. Silva,Mulher,WEI
Josivaldo S. Araújo,Homem,Sandy Hiorrana L. Farias,Mulher,WEI
Josivaldo S. Araújo,Homem,Sara M. Silva,Mulher,WEI
Sandy Hiorrana L. Farias,Mulher,Sara M. Silva,Mulher,WEI
Eduardo Oliveira,Homem,Roberto Bittencourt,Homem,WEI
Ana Iza Alencar,Mulher,Anna Beatriz Marques,Mulher,WIT
Ana Iza Alencar,Mulher,Karina Castelo Branco,Mulher,WIT
Ana Iza Alencar,Mulher,Maria Victória Fiori,Mulher,WIT
Ana Iza Alencar,Mulher,Valéria Maria Pinheiro,Mulher,WIT
Anna Beatriz Marques,Mulher,Karina Castelo Branco,Mulher,WIT
Anna Beatriz Marques,Mulher,Maria Victória Fiori,Mulher,WIT
Anna Beatriz Marques,Mulher,Valéria Maria Pinheiro,Mulher,WIT
Karina Castelo Branco,Mulher,Maria Victória Fiori,Mulher,WIT
Karina Castelo Branco,Mulher,Valéria Maria Pinheiro,Mulher,WIT
Maria Victória Fiori,Mulher,Valéria Maria Pinheiro,Mulher,WIT
Adauto Filho,Homem,Bruno Santos,Homem,WEI
Adauto Filho,Homem,Franciely Souza,Mulher,WEI
Adauto Filho,Homem,Hígor Santos,Homem,WEI
Adauto Filho,Homem,Irandir Amorim,Homem,WEI
Adauto Filho,Homem,Maria Silva,Mulher,WEI
Bruno Santos,Homem,Franciely Souza,Mulher,WEI
Bruno Santos,Homem,Hígor Santos,Homem,WEI
Bruno Santos,Homem,Irandir Amorim,Homem,WEI
Bruno Santos,Homem,Maria Silva,Mulher,WEI
Franciely Souza,Mulher,Hígor Santos,Homem,WEI
Franciely Souza,Mulher,Irandir Amorim,Homem,WEI
Franciely Souza,Mulher,Maria Silva,Mulher,WEI
Hígor Santos,Homem,Irandir Amorim,Homem,WEI
Hígor Santos,Homem,Maria Silva,Mulher,WEI
Irandir Amorim,Homem,Maria Silva,Mulher,WEI
José Cunha,Homem,Juliana Saraiva,Mulher,WEI
José Cunha,Homem,Wellington Lemos,Homem,WEI
Juliana Saraiva,Mulher,Wellington Lemos,Homem,WEI
Geber Lisboa Ramalho,Homem,Rodrigo Pessoa Medeiros,Homem,WEI
Geber Lisboa Ramalho,Homem,Taciana Pontual Falcão,Mulher,WEI
Rodrigo Pessoa Medeiros,Homem,Taciana Pontual Falcão,Mulher,WEI
Adriano H. Braga,Homem,Alexandre F. Lopes,Homem,WEI
Adriano H. Braga,Homem,Thalia S. Santana,Mulher,WEI
Alexandre F. Lopes,Homem,Thalia S. Santana,Mulher,WEI
Adão Caron Cambraia,Homem,Márcia Adriana Rosmann,Mulher,WEI
Adão Caron Cambraia,Homem,Pietro Matheus Bompet Fontoura Alves,Homem,WEI
Márcia Adriana Rosmann,Mulher,Pietro Matheus Bompet Fontoura Alves,Homem,WEI
Douglas Lima,Homem,Igor Dantas,Homem,WEI
Douglas Lima,Homem,Jose Neto,Homem,WEI
Douglas Lima,Homem,Lourival Neto,Homem,WEI
Douglas Lima,Homem,Lucas Silva,Homem,WEI
Douglas Lima,Homem,Thaíse Costa,Mulher,WEI
Igor Dantas,Homem,Jose Neto,Homem,WEI
Igor Dantas,Homem,Lourival Neto,Homem,WEI
Igor Dantas,Homem,Lucas Silva,Homem,WEI
Igor Dantas,Homem,Thaíse Costa,Mulher,WEI
Jose Neto,Homem,Lourival Neto,Homem,WEI
Jose Neto,Homem,Lucas Silva,Homem,WEI
Jose Neto,Homem,Thaíse Costa,Mulher,WEI
Lourival Neto,Homem,Lucas Silva,Homem,WEI
Lourival Neto,Homem,Thaíse Costa,Mulher,WEI
Lucas Silva,Homem,Thaíse Costa,Mulher,WEI
José Henrique R. Cruz,Homem,Maurício Arimoto,Homem,WEI
Gabriela Aguiar,Mulher,Lailson Menezes,Homem,WEI
Aline Amaral,Mulher,André F. R. Cordeiro,Homem,WEI
Aline Amaral,Mulher,Edson OliveiraJr,Homem,WEI
Aline Amaral,Mulher,João Choma Neto,Homem,WEI
Aline Amaral,Mulher,Simone R. S. Souza,Mulher,WEI
Aline Amaral,Mulher,Thelma E. Colanzi,Mulher,WEI
André F. R. Cordeiro,Homem,Edson OliveiraJr,Homem,WEI
André F. R. Cordeiro,Homem,João Choma Neto,Homem,WEI
André F. R. Cordeiro,Homem,Simone R. S. Souza,Mulher,WEI
André F. R. Cordeiro,Homem,Thelma E. Colanzi,Mulher,WEI
Edson OliveiraJr,Homem,João Choma Neto,Homem,WEI
Edson OliveiraJr,Homem,Simone R. S. Souza,Mulher,WEI
Edson OliveiraJr,Homem,Thelma E. Colanzi,Mulher,WEI
João Choma Neto,Homem,Simone R. S. Souza,Mulher,WEI
João Choma Neto,Homem,Thelma E. Colanzi,Mulher,WEI
Simone R. S. Souza,Mulher,Thelma E. Colanzi,Mulher,WEI
Camila Gusmão,Mulher,Karla Figueiredo,Mulher,SEMISH
Camila Gusmão,Mulher,Walkir A. T. Brito,Homem,SEMISH
Karla Figueiredo,Mulher,Walkir A. T. Brito,Homem,SEMISH
André Manzano,Homem,Lohana Santos,Mulher,WIT
André Manzano,Homem,Roger Resmini,Homem,WIT
André Manzano,Homem,Soraia Prietch,Mulher,WIT
André Manzano,Homem,Tamyres Souza,Mulher,WIT
André Manzano,Homem,Waine Júnior,Homem,WIT
André Manzano,Homem,Ângela Farias,Mulher,WIT
Lohana Santos,Mulher,Roger Resmini,Homem,WIT
Lohana Santos,Mulher,Soraia Prietch,Mulher,WIT
Lohana Santos,Mulher,Tamyres Souza,Mulher,WIT
Lohana Santos,Mulher,Waine Júnior,Homem,WIT
Lohana Santos,Mulher,Ângela Farias,Mulher,WIT
Roger Resmini,Homem,Soraia Prietch,Mulher,WIT
Roger Resmini,Homem,Tamyres Souza,Mulher,WIT
Roger Resmini,Homem,Waine Júnior,Homem,WIT
Roger Resmini,Homem,Ângela Farias,Mulher,WIT
Soraia Prietch,Mulher,Tamyres Souza,Mulher,WIT
Soraia Prietch,Mulher,Waine Júnior,Homem,WIT
Soraia Prietch,Mulher,Ângela Farias,Mulher,WIT
Tamyres Souza,Mulher,Waine Júnior,Homem,WIT
Tamyres Souza,Mulher,Ângela Farias,Mulher,WIT
Waine Júnior,Homem,Ângela Farias,Mulher,WIT
Carlos Figueiredo,Homem,Lahis Almeida,Mulher,SBCUP
Carlos Figueiredo,Homem,Wilson Neto,Homem,SBCUP
Lahis Almeida,Mulher,Wilson Neto,Homem,SBCUP
Adilson Costa,Homem,Bruno Martini,Homem,SBCUP
Adilson Costa,Homem,Gilson Helfer,Homem,SBCUP
Adilson Costa,Homem,Jorge Barbosa,Homem,SBCUP
Adilson Costa,Homem,Ronaldo Santos,Homem,SBCUP
Bruno Martini,Homem,Gilson Helfer,Homem,SBCUP
Bruno Martini,Homem,Jorge Barbosa,Homem,SBCUP
Bruno Martini,Homem,Ronaldo Santos,Homem,SBCUP
Gilson Helfer,Homem,Jorge Barbosa,Homem,SBCUP
Gilson Helfer,Homem,Ronaldo Santos,Homem,SBCUP
Jorge Barbosa,Homem,Ronaldo Santos,Homem,SBCUP
Flávio K. Miyazawa,Homem,Matheus J. Ota,Homem,CTD
Flávio K. Miyazawa,Homem,Phablo F. S. Moura,Homem,CTD
Matheus J. Ota,Homem,Phablo F. S. Moura,Homem,CTD
André Lemos,Homem,Haroldo Amaral,Homem,WEI
André Lemos,Homem,Lilian Pereira Teixeira,Mulher,WEI
André Lemos,Homem,Marcia Kniphoff da Cruz,Mulher,WEI
André Lemos,Homem,Rozelma França,Mulher,WEI
André Lemos,Homem,Wilk Oliveira,Homem,WEI
Haroldo Amaral,Homem,Lilian Pereira Teixeira,Mulher,WEI
Haroldo Amaral,Homem,Marcia Kniphoff da Cruz,Mulher,WEI
Haroldo Amaral,Homem,Rozelma França,Mulher,WEI
Haroldo Amaral,Homem,Wilk Oliveira,Homem,WEI
Lilian Pereira Teixeira,Mulher,Marcia Kniphoff da Cruz,Mulher,WEI
Lilian Pereira Teixeira,Mulher,Rozelma França,Mulher,WEI
Lilian Pereira Teixeira,Mulher,Wilk Oliveira,Homem,WEI
Marcia Kniphoff da Cruz,Mulher,Rozelma França,Mulher,WEI
Marcia Kniphoff da Cruz,Mulher,Wilk Oliveira,Homem,WEI
Rozelma França,Mulher,Wilk Oliveira,Homem,WEI
Emanuel Oliveira da Silva,Homem,Taciana Pontual Falcão,Mulher,WEI
Alexandre Scaico,Homem,José Samuel Assunção Luz,Homem,WEI
Alexandre Scaico,Homem,Juliana Aragão,Mulher,WEI
José Samuel Assunção Luz,Homem,Juliana Aragão,Mulher,WEI
Glauber Ferreira Cintra,Homem,Luis Filipe de Lima Sales,Homem,ETC
Glauber Ferreira Cintra,Homem,Raimundo Azevedo Neto,Homem,ETC
Luis Filipe de Lima Sales,Homem,Raimundo Azevedo Neto,Homem,ETC
Ana Leite,Mulher,Clara Marques Bodart,Mulher,WIT
Ana Leite,Mulher,Gabriel Nascimento,Homem,WIT
Ana Leite,Mulher,Márcia Oliveira,Mulher,WIT
Ana Leite,Mulher,Mônica Silva,Mulher,WIT
Clara Marques Bodart,Mulher,Gabriel Nascimento,Homem,WIT
Clara Marques Bodart,Mulher,Márcia Oliveira,Mulher,WIT
Clara Marques Bodart,Mulher,Mônica Silva,Mulher,WIT
Gabriel Nascimento,Homem,Márcia Oliveira,Mulher,WIT
Gabriel Nascimento,Homem,Mônica Silva,Mulher,WIT
Márcia Oliveira,Mulher,Mônica Silva,Mulher,WIT
André Barreto,Homem,Arthur Passos,Homem,WEI
André Barreto,Homem,Brenno Nascimento,Homem,WEI
André Barreto,Homem,Davi Viana,Homem,WEI
André Barreto,Homem,Felipe Silva,Homem,WEI
André Barreto,Homem,Gabriel Costa,Homem,WEI
André Barreto,Homem,Luis Rivero,Homem,WEI
Arthur Passos,Homem,Brenno Nascimento,Homem,WEI
Arthur Passos,Homem,Davi Viana,Homem,WEI
Arthur Passos,Homem,Felipe Silva,Homem,WEI
Arthur Passos,Homem,Gabriel Costa,Homem,WEI
Arthur Passos,Homem,Luis Rivero,Homem,WEI
Brenno Nascimento,Homem,Davi Viana,Homem,WEI
Brenno Nascimento,Homem,Felipe Silva,Homem,WEI
Brenno Nascimento,Homem,Gabriel Costa,Homem,WEI
Brenno Nascimento,Homem,Luis Rivero,Homem,WEI
Davi Viana,Homem,Felipe Silva,Homem,WEI
Davi Viana,Homem,Gabriel Costa,Homem,WEI
Davi Viana,Homem,Luis Rivero,Homem,WEI
Felipe Silva,Homem,Gabriel Costa,Homem,WEI
Felipe Silva,Homem,Luis Rivero,Homem,WEI
Gabriel Costa,Homem,Luis Rivero,Homem,WEI
Benhur Tessele,Homem,Cristian Koliver,Homem,WPerformance
Benhur Tessele,Homem,Romulo Silva de Oliveira,Homem,WPerformance
Cristian Koliver,Homem,Romulo Silva de Oliveira,Homem,WPerformance
Arilo C. Dias-Neto,Homem,Daniel Fernandes,Homem,SEMISH
Arilo C. Dias-Neto,Homem,Kaio Wagner,Homem,SEMISH
Daniel Fernandes,Homem,Kaio Wagner,Homem,SEMISH
Ivaldir de Farias Junior,Homem,Jeferson Vieira,Homem,WASHES
Ivaldir de Farias Junior,Homem,Valéria Silva,Mulher,WASHES
Jeferson Vieira,Homem,Valéria Silva,Mulher,WASHES
Hanna Alves,Mulher,Jerffeson Souza,Homem,WEI
Hanna Alves,Mulher,Levi da Silva,Homem,WEI
Jerffeson Souza,Homem,Levi da Silva,Homem,WEI
Allysson Allex Araújo,Homem,Ariádna Miranda,Mulher,WASHES
Allysson Allex Araújo,Homem,Emanuel Coutinho,Homem,WASHES
Allysson Allex Araújo,Homem,Jerffeson Souza,Homem,WASHES
Ariádna Miranda,Mulher,Emanuel Coutinho,Homem,WASHES
Ariádna Miranda,Mulher,Jerffeson Souza,Homem,WASHES
Emanuel Coutinho,Homem,Jerffeson Souza,Homem,WASHES
Fábio Protti,Homem,Lorrana F. de Castro,Mulher,ETC
Fábio Protti,Homem,Rodolfo A. de Oliveira,Homem,ETC
Lorrana F. de Castro,Mulher,Rodolfo A. de Oliveira,Homem,ETC
Aleffer Rocha,Homem,Leandro M. Zatesko,Homem,ETC
Aleffer Rocha,Homem,Sheila M. Almeida,Mulher,ETC
Leandro M. Zatesko,Homem,Sheila M. Almeida,Mulher,ETC
Ecivaldo Matos,Homem,Jean Rosa,Homem,WEI
Ecivaldo Matos,Homem,Luana Carneiro,Mulher,WEI
Ecivaldo Matos,Homem,Marlo Souza,Homem,WEI
Ecivaldo Matos,Homem,Murilo Souza,Homem,WEI
Jean Rosa,Homem,Luana Carneiro,Mulher,WEI
Jean Rosa,Homem,Marlo Souza,Homem,WEI
Jean Rosa,Homem,Murilo Souza,Homem,WEI
Luana Carneiro,Mulher,Marlo Souza,Homem,WEI
Luana Carneiro,Mulher,Murilo Souza,Homem,WEI
Marlo Souza,Homem,Murilo Souza,Homem,WEI
Heyder Vágner Ramos,Homem,Marize Lyra Silva Passos,Mulher,ENCompIF
Heyder Vágner Ramos,Homem,Márcia Oliveira,Mulher,ENCompIF
Heyder Vágner Ramos,Homem,Rodolfo dos Reis Fontes Novais,Homem,ENCompIF
Marize Lyra Silva Passos,Mulher,Márcia Oliveira,Mulher,ENCompIF
Marize Lyra Silva Passos,Mulher,Rodolfo dos Reis Fontes Novais,Homem,ENCompIF
Márcia Oliveira,Mulher,Rodolfo dos Reis Fontes Novais,Homem,ENCompIF
Carla Verônica Marques,Mulher,Carlo Oliveira,Homem,SEMISH
Carla Verônica Marques,Mulher,Claudia Motta,Mulher,SEMISH
Carlo Oliveira,Homem,Claudia Motta,Mulher,SEMISH
Fabiano Oliveira,Homem,Flavia Bonomo-Braberman,Mulher,ETC
Fabiano Oliveira,Homem,Jayme L. Szwarcfiter,Homem,ETC
Fabiano Oliveira,Homem,Moysés Sampaio Jr,Homem,ETC
Flavia Bonomo-Braberman,Mulher,Jayme L. Szwarcfiter,Homem,ETC
Flavia Bonomo-Braberman,Mulher,Moysés Sampaio Jr,Homem,ETC
Jayme L. Szwarcfiter,Homem,Moysés Sampaio Jr,Homem,ETC
Cláudia Linhares Sales,Mulher,Efraim Rodrigues,Homem,ETC
Elisângela Dias,Mulher,Talita Ferreira,Mulher,WIT
Joslaine Cristina J. de Freitas,Mulher,Marcos Wagner de Souza Ribeiro,Homem,WIT
Joslaine Cristina J. de Freitas,Mulher,Tamara Cristina Ferreira,Mulher,WIT
Marcos Wagner de Souza Ribeiro,Homem,Tamara Cristina Ferreira,Mulher,WIT
Fábio Botler,Homem,Lucas Colucci,Homem,ETC
Fábio Botler,Homem,Yoshiharu Kohayakawa,Homem,ETC
Lucas Colucci,Homem,Yoshiharu Kohayakawa,Homem,ETC
Bruna Oenning Amador,Mulher,Lara Morgado da Silva Santos,Mulher,WIT
Bruna Oenning Amador,Mulher,Mayara Dal Vesco Hoger,Mulher,WIT
Bruna Oenning Amador,Mulher,Patrícia Abe Turato,Mulher,WIT
Bruna Oenning Amador,Mulher,Rita Cristina Galarraga Berardi,Mulher,WIT
Bruna Oenning Amador,Mulher,Silvia Amelia Bim,Mulher,WIT
Lara Morgado da Silva Santos,Mulher,Mayara Dal Vesco Hoger,Mulher,WIT
Lara Morgado da Silva Santos,Mulher,Patrícia Abe Turato,Mulher,WIT
Lara Morgado da Silva Santos,Mulher,Rita Cristina Galarraga Berardi,Mulher,WIT
Lara Morgado da Silva Santos,Mulher,Silvia Amelia Bim,Mulher,WIT
Mayara Dal Vesco Hoger,Mulher,Patrícia Abe Turato,Mulher,WIT
Mayara Dal Vesco Hoger,Mulher,Rita Cristina Galarraga Berardi,Mulher,WIT
Mayara Dal Vesco Hoger,Mulher,Silvia Amelia Bim,Mulher,WIT
Patrícia Abe Turato,Mulher,Rita Cristina Galarraga Berardi,Mulher,WIT
Patrícia Abe Turato,Mulher,Silvia Amelia Bim,Mulher,WIT
Rita Cristina Galarraga Berardi,Mulher,Silvia Amelia Bim,Mulher,WIT
Almir de Oliveira Costa Junior,Homem,Lucimara Cruz de Souza,Mulher,WEI
Antonio C. Oliveira Jr,Homem,Daniel S. Souza,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Diego L. Cardoso,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Igor W. A. Falcão,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Marcos C. R. Seruffo,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Paulo H. A. Pereira,Homem,SEMISH
Antonio C. Oliveira Jr,Homem,Rafael F. Vieira,Homem,SEMISH
Daniel S. Souza,Homem,Diego L. Cardoso,Homem,SEMISH
Daniel S. Souza,Homem,Igor W. A. Falcão,Homem,SEMISH
Daniel S. Souza,Homem,Marcos C. R. Seruffo,Homem,SEMISH
Daniel S. Souza,Homem,Paulo H. A. Pereira,Homem,SEMISH
Daniel S. Souza,Homem,Rafael F. Vieira,Homem,SEMISH
Diego L. Cardoso,Homem,Igor W. A. Falcão,Homem,SEMISH
Diego L. Cardoso,Homem,Marcos C. R. Seruffo,Homem,SEMISH
Diego L. Cardoso,Homem,Paulo H. A. Pereira,Homem,SEMISH
Diego L. Cardoso,Homem,Rafael F. Vieira,Homem,SEMISH
Igor W. A. Falcão,Homem,Marcos C. R. Seruffo,Homem,SEMISH
Igor W. A. Falcão,Homem,Paulo H. A. Pereira,Homem,SEMISH
Igor W. A. Falcão,Homem,Rafael F. Vieira,Homem,SEMISH
Marcos C. R. Seruffo,Homem,Paulo H. A. Pereira,Homem,SEMISH
Marcos C. R. Seruffo,Homem,Rafael F. Vieira,Homem,SEMISH
Paulo H. A. Pereira,Homem,Rafael F. Vieira,Homem,SEMISH
Alesom Zorzi,Homem,Celina M. H. de Figueiredo,Mulher,CTD
Alesom Zorzi,Homem,Raphael C. S. Machado,Homem,CTD
Celina M. H. de Figueiredo,Mulher,Raphael C. S. Machado,Homem,CTD
Fabrício Benevenuto,Homem,Julio C. S. Reis,Homem,CTD
Altair O. Santin,Homem,Eduardo K. Viegas,Homem,CTD
Abner M. C. Araújo,Homem,Manuel M. Oliveira Neto,Homem,CTD
Daniel O. Martínez-Rivillas,Homem,Ruy J. G. B. de Queiroz,Homem,ETC
Alice Fonseca Finger,Mulher,Aline Vieira de Mello,Mulher,WIT
Alice Fonseca Finger,Mulher,Amanda Meincke Melo,Mulher,WIT
Alice Fonseca Finger,Mulher,Letícia Gindri,Mulher,WIT
Aline Vieira de Mello,Mulher,Amanda Meincke Melo,Mulher,WIT
Aline Vieira de Mello,Mulher,Letícia Gindri,Mulher,WIT
Amanda Meincke Melo,Mulher,Letícia Gindri,Mulher,WIT
Adenauer Yamin,Homem,Roger Machado,Homem,SEMISH
Adenauer Yamin,Homem,Rogério Albandes,Homem,SEMISH
Roger Machado,Homem,Rogério Albandes,Homem,SEMISH
Aline Paes,Mulher,Gerson Zaverucha,Homem,CTD
Aline Paes,Mulher,Rodrigo Azevedo Santos,Homem,CTD
Gerson Zaverucha,Homem,Rodrigo Azevedo Santos,Homem,CTD
Anna Beatriz Marques,Mulher,Ariany Almeida Maia,Mulher,WIT
Anna Beatriz Marques,Mulher,Jacilane de H. Rabelo,Mulher,WIT
Anna Beatriz Marques,Mulher,Lauana Maria C. de Oliveira,Mulher,WIT
Anna Beatriz Marques,Mulher,Maria Elanne M. Rodrigues,Mulher,WIT
Anna Beatriz Marques,Mulher,Maria Victoria S. Fiori,Mulher,WIT
Anna Beatriz Marques,Mulher,Marina da S. Rocha,Mulher,WIT
Anna Beatriz Marques,Mulher,Victoria Gabriella R. Pereira,Mulher,WIT
Ariany Almeida Maia,Mulher,Jacilane de H. Rabelo,Mulher,WIT
Ariany Almeida Maia,Mulher,Lauana Maria C. de Oliveira,Mulher,WIT
Ariany Almeida Maia,Mulher,Maria Elanne M. Rodrigues,Mulher,WIT
Ariany Almeida Maia,Mulher,Maria Victoria S. Fiori,Mulher,WIT
Ariany Almeida Maia,Mulher,Marina da S. Rocha,Mulher,WIT
Ariany Almeida Maia,Mulher,Victoria Gabriella R. Pereira,Mulher,WIT
Jacilane de H. Rabelo,Mulher,Lauana Maria C. de Oliveira,Mulher,WIT
Jacilane de H. Rabelo,Mulher,Maria Elanne M. Rodrigues,Mulher,WIT
Jacilane de H. Rabelo,Mulher,Maria Victoria S. Fiori,Mulher,WIT
Jacilane de H. Rabelo,Mulher,Marina da S. Rocha,Mulher,WIT
Jacilane de H. Rabelo,Mulher,Victoria Gabriella R. Pereira,Mulher,WIT
Lauana Maria C. de Oliveira,Mulher,Maria Elanne M. Rodrigues,Mulher,WIT
Lauana Maria C. de Oliveira,Mulher,Maria Victoria S. Fiori,Mulher,WIT
Lauana Maria C. de Oliveira,Mulher,Marina da S. Rocha,Mulher,WIT
Lauana Maria C. de Oliveira,Mulher,Victoria Gabriella R. Pereira,Mulher,WIT
Maria Elanne M. Rodrigues,Mulher,Maria Victoria S. Fiori,Mulher,WIT
Maria Elanne M. Rodrigues,Mulher,Marina da S. Rocha,Mulher,WIT
Maria Elanne M. Rodrigues,Mulher,Victoria Gabriella R. Pereira,Mulher,WIT
Maria Victoria S. Fiori,Mulher,Marina da S. Rocha,Mulher,WIT
Maria Victoria S. Fiori,Mulher,Victoria Gabriella R. Pereira,Mulher,WIT
Marina da S. Rocha,Mulher,Victoria Gabriella R. Pereira,Mulher,WIT
Flávio Rocha,Homem,Évelynn Rosa,Mulher,WPerformance
Artur Ziviani,Homem,Felipe Abrahão,Homem,ETC
Artur Ziviani,Homem,Klaus Wehmuth,Homem,ETC
Felipe Abrahão,Homem,Klaus Wehmuth,Homem,ETC
Alice F. Finger,Mulher,Aline Vieira de Mello,Mulher,WIT
Alice F. Finger,Mulher,Andréa S. Bordin,Mulher,WIT
Alice F. Finger,Mulher,Letícia Gindri,Mulher,WIT
Aline Vieira de Mello,Mulher,Andréa S. Bordin,Mulher,WIT
Aline Vieira de Mello,Mulher,Letícia Gindri,Mulher,WIT
Andréa S. Bordin,Mulher,Letícia Gindri,Mulher,WIT
Cristina Fernandes,Mulher,Rafael Pocai,Homem,ETC
Adriane C. A. da Silva,Mulher,Luciano T. E. Pansanato,Homem,WEI
Alexander Decker de Souza,Homem,Luiz Filipe Menezes Vieira,Homem,CTD
Alexander Decker de Souza,Homem,Marcos Augusto Menezes Vieira,Homem,CTD
Luiz Filipe Menezes Vieira,Homem,Marcos Augusto Menezes Vieira,Homem,CTD
Adenauer Yamin,Homem,Patrick Fernandes,Homem,SEMISH
Adenauer Yamin,Homem,Renata Reiser,Mulher,SEMISH
Adenauer Yamin,Homem,Renato Dilli,Homem,SEMISH
Patrick Fernandes,Homem,Renata Reiser,Mulher,SEMISH
Patrick Fernandes,Homem,Renato Dilli,Homem,SEMISH
Renata Reiser,Mulher,Renato Dilli,Homem,SEMISH
Carlos Alberto V. Campos,Homem,Elton F. de S. Soares,Homem,WPerformance
Carlos Alberto V. Campos,Homem,Leonardo Teteo,Homem,WPerformance
Carlos Alberto V. Campos,Homem,Pedro Moura,Homem,WPerformance
Elton F. de S. Soares,Homem,Leonardo Teteo,Homem,WPerformance
Elton F. de S. Soares,Homem,Pedro Moura,Homem,WPerformance
Leonardo Teteo,Homem,Pedro Moura,Homem,WPerformance
Renato M. de Moraes,Homem,Vandenberg B. da Paixão,Homem,WPerformance
Fabio Augusto Faria,Homem,Matheus Macedo Leonardo,Homem,CTIC
Carlo Kleber da Silva Rodrigues,Homem,Vladimir Emiliano Moreira Rocha,Homem,WPerformance
Brena Santos,Mulher,Francisco Airton Silva,Homem,WPerformance
Brena Santos,Mulher,Patricia Takako Endo,Mulher,WPerformance
Francisco Airton Silva,Homem,Patricia Takako Endo,Mulher,WPerformance
Amanda Rodrigues,Mulher,Juliana Saraiva,Mulher,WASHES
Amanda Rodrigues,Mulher,Vanessa Dantas,Mulher,WASHES
Juliana Saraiva,Mulher,Vanessa Dantas,Mulher,WASHES
Alessandra Cardoso Figueredo,Mulher,Cibele Da Silva Alves,Mulher,WEI
Alessandra Cardoso Figueredo,Mulher,Wanderson Alexandre da Silva Quinto,Homem,WEI
Cibele Da Silva Alves,Mulher,Wanderson Alexandre da Silva Quinto,Homem,WEI
Cristiano André da Costa,Homem,Mateus Schmitz da Silveira,Homem,SBCUP
Cristiano André da Costa,Homem,Rodolfo Stoffel Antunes,Homem,SBCUP
Mateus Schmitz da Silveira,Homem,Rodolfo Stoffel Antunes,Homem,SBCUP
Daniel Carlos Guimarães Pedronette,Homem,Lucas Pascotti Valem,Homem,CTD
Atílio Gomes Luiz,Homem,Davi Gomes Florencio,Homem,ETC
Esdras Bispo Jr.,Homem,Franciny Barreto,Mulher,WEI
Esdras Bispo Jr.,Homem,Rafael Andrade,Homem,WEI
Franciny Barreto,Mulher,Rafael Andrade,Homem,WEI
Anna Beatriz Marques,Mulher,Gabriel Aires,Homem,WASHES
Flávio de Almeida Andrade Lico,Homem,Gilberto Pereira da Silva,Homem,WEI
Flávio de Almeida Andrade Lico,Homem,Marco Antonio Augusto de Andrade,Homem,WEI
Gilberto Pereira da Silva,Homem,Marco Antonio Augusto de Andrade,Homem,WEI
Cintia Sonale Rebonatto,Mulher,Cássio Eckstein,Homem,SBCUP
Cintia Sonale Rebonatto,Mulher,Marcelo Trindade Rebonatto,Homem,SBCUP
Cássio Eckstein,Homem,Marcelo Trindade Rebonatto,Homem,SBCUP
Adriano Fiorese,Homem,Kauã B. Hopfer,Homem,SEMISH
Fabíola Pantoja O. Araújo,Mulher,Geisiane S. Matos,Mulher,WIT
Fabíola Pantoja O. Araújo,Mulher,Maria Roselene A. Lima,Mulher,WIT
Fabíola Pantoja O. Araújo,Mulher,Sara M. Silva,Mulher,WIT
Geisiane S. Matos,Mulher,Maria Roselene A. Lima,Mulher,WIT
Geisiane S. Matos,Mulher,Sara M. Silva,Mulher,WIT
Maria Roselene A. Lima,Mulher,Sara M. Silva,Mulher,WIT
Alexandre Aragão,Homem,Ariel Teles,Homem,WASHES
Alexandre Aragão,Homem,Arlindo da Conceição,Homem,WASHES
Alexandre Aragão,Homem,Davi Viana,Homem,WASHES
Alexandre Aragão,Homem,Francisco Silva,Homem,WASHES
Alexandre Aragão,Homem,Inaldo Costa,Homem,WASHES
Alexandre Aragão,Homem,Luis Rivero,Homem,WASHES
Alexandre Aragão,Homem,Tercio Sousa,Homem,WASHES
